// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).

//new_stuff
0,20522,1500
0,20541,1845
0,20572,1750
0,20578,1700
0,20579,1800
0,20599,1900
0,20589,1500
0,20587,1500
0,20530,1800
0,420010,1950
0,480069,2500
0,480070,2500
0,20582,1500
0,20591,1900
0,31089,2000
0,31737,1666
0,20548,2000
0,20526,1500
0,20597,1500
0,20586,1500
0,20590,1500
0,20535,1500
0,20571,1500
0,20593,1500
0,20511,1500
0,20510,1500
0,20509,1500
0,20516,1500
0,20502,1500
0,20727,1500
0,20761,1500
0,20737,1500
0,20746,1500
0,20762,1500
0,20504,1500
0,20507,1500
0,20448,1600
0,20763,1500
0,19883,700
0,20430,1500
0,19509,700
0,19976,700
0,19514,400
0,19521,800
0,19513,1000
0,19517,2000
0,19507,2000
0,20135,400
0,19934,800
0,19827,400
0,20288,2000
0,20068,400
0,20404,400
0,20064,2000
0,20040,2000
0,20222,400
0,20076,700
0,20101,700
0,20270,700
0,19752,700
0,20056,700
0,19800,2000
0,20232,400
0,20110,2500
0,20025,2000
0,19857,2000
0,20302,2000
0,19721,400
0,20086,400
0,19824,400
0,20247,500
0,19687,2000
0,19539,700
0,19573,2000
0,19935,2000
0,20227,2000
0,19599,2000
0,19587,400
0,19751,400
0,19712,2000
0,20212,2000
0,20398,400
0,19917,2000
0,20172,2000
0,20200,400
0,19650,2000
0,19706,2000
0,19579,2000
0,19536,400
0,19750,2000
0,19777,400
0,19937,2000
0,20242,400
0,19677,2000
0,20121,400
0,20268,1000
0,19739,2000
0,19544,2000
0,19914,400
0,19613,2000
0,20067,400
0,19668,2000
0,19903,400
0,20063,2000
0,19538,700
0,19836,950
0,19543,400
0,19520,400
0,19518,2000
0,19532,400
0,18740,800
0,20248,800
0,20198,700
0,20249,800
0,20250,800
0,19516,2000
0,19519,400
0,19515,2000
0,20399,800
0,19871,800
0,19542,400
0,19746,400
0,19826,400
0,20325,800
0,20255,400
0,18742,800
0,18744,800
0,20183,500
0,20286,400
0,20405,2000
0,19882,400
0,20034,400
0,20239,400
0,20071,400
0,20392,800
0,20299,400
0,19922,2000
0,19540,400
0,19690,800
0,20331,800
0,20079,800
0,19589,800
0,20080,400
0,19823,2000
0,19577,700
0,20081,800
0,20082,400
0,20083,400
0,20084,400
0,20376,2000
0,20130,950
0,20010,2000
0,20147,1000
0,20269,800
0,20316,500
0,19752,700
0,20270,700
0,20386,500
0,20077,400
0,19649,400
0,20318,400
0,20326,700
0,20317,700
0,20319,400
0,20311,400
0,19821,400
0,20327,400
0,20374,800
0,20375,700
0,19928,400
0,20070,2000
0,20399,400
0,20401,400
0,20069,800
0,20100,700
0,20109,400
0,19689,400
0,19985,800
0,20201,400
0,20257,400
0,20232,400
0,20012,400
0,20032,400
0,19991,2000
0,19656,400
0,20291,400
0,18618,800
0,19535,700
0,20298,700
0,19835,400
0,20329,400
0,19685,700
0,20099,2000
0,20098,400
0,20433,400
0,20446,400
0,20436,800
0,20435,400
0,20447,400
0,20432,400
0,20218,700
0,20219,500
0,20199,2000
0,20220,700
0,20217,500
0,18743,700
0,19957,2000
0,20195,2000
0,19994,800
0,20141,400
0,20283,700
0,20033,700
0,20011,700
0,20262,700
0,19991,700
0,20416,700
0,20417,700
0,20418,700
0,20419,700
0,20420,700
0,20421,700
0,20422,700
0,20423,700
0,20424,700
0,20425,700
0,20426,700
0,20427,700
0,20428,700
0,20132,700
0,20407,700
0,20301,700
0,20468,500
0,20315,800
0,20312,700
0,20406,700
0,20408,700
0,19996,700
0,20300,700
0,20299,700
0,20284,700
0,20274,700
0,20273,700
0,20266,700
0,20267,700
0,20196,700
0,20179,700
0,20171,500
0,20175,500
0,20165,500
0,20164,950
0,20162,400
0,20163,400
0,20146,400
0,20019,800
0,19998,1250
0,19992,700
0,19988,500
0,19860,400
0,19600,800
0,19601,800
0,19782,800
0,19878,800
0,19959,800
0,20103,800
0,20177,800
0,20238,800
0,20253,800
0,20346,800
0,20434,800
0,19958,400
0,31031,800
0,31032,800
0,31029,800
0,31028,500
0,31033,500
0,31027,500
0,20798,700
0,20508,500
0,20730,1500
0,5980,500
0,19666,800
0,19667,700
0,19678,500
0,19682,500
0,19697,700
0,19701,700
0,19702,700
0,19715,700
0,31088,1650
0,19158,500
0,31087,500
0,20384,1500
0,20381,1650
0,20382,950
0,20383,950
0,20450,950
0,20396,700
0,20397,700
0,20455,1650
0,20380,1650
0,20451,1650
0,20449,1650
0,20456,1250
0,20458,1250
0,20460,950
0,20461,950
0,20462,950
0,20463,950
0,20466,950
0,20464,700
0,20467,1650
0,20470,800
0,18741,1500
0,20499,950
0,31062,2000
0,31038,500
0,20490,950
0,31057,2000
0,31039,1500
0,31040,950
0,31041,700
0,31043,700
0,31046,500
0,31048,700
0,31050,950
0,31049,700
0,31052,700
0,31054,700
0,31055,1500
0,31104,1500
0,31100,1500
0,31096,1500
0,20452,1500
0,31098,1500
0,31095,1700
0,31103,1500
0,31093,1500
0,31101,1250
0,31102,1250
0,31099,1250
0,31097,1500
0,20154,1500
0,20155,1250
0,31047,950
0,31051,950
0,31053,950
0,31045,950
0,31036,500
0,31105,1250
0,31118,1250
0,31124,500
0,31125,950
0,31133,700
0,31134,500
0,19961,1500
0,19962,1500
0,19963,1500
0,19964,1500
0,19965,1500
0,19966,1500
0,19967,1500
0,19968,1500
0,19969,1500
0,19970,1500
0,19971,1500
0,19972,1500
0,19973,1500
0,19974,1500
0,19936,950
0,31119,950
0,31120,1500
0,31121,1500
0,31122,1250
0,31123,1500
0,31136,1250
0,31137,1650
0,31138,1650
0,31139,1250
0,20116,1500
0,20117,950
0,20113,500
0,31135,700
0,31142,1650
0,31144,500
0,31151,1650
0,31147,700
0,31149,1500
0,31150,500
0,31145,1650
0,31152,1650
0,31153,1650
0,31160,1500
0,31162,700
0,31163,700
0,31164,950
0,31165,1500
0,31166,950
0,31167,950
0,31168,700
0,31169,700
0,31170,700
0,31171,700
0,31172,700
0,5914,1250
0,31141,1250
0,31117,950
0,20440,1250
0,20437,700
0,20378,700
0,31175,700
0,20514,1500
0,31158,800
0,31173,800
0,20379,800
0,31177,500
0,31178,1500
0,31179,1500
0,31180,1500
0,31181,700
0,31182,700
0,31185,700
0,31187,700
0,31188,700
0,31189,700
0,31190,950
0,31193,700
0,31195,500
0,31197,500
0,31198,700
0,31200,800
0,31201,500
0,31202,500
0,31203,500
0,31249,1500
0,31250,500
0,31252,1500
0,31300,1650
0,31306,500
0,31307,500
0,31309,1650
0,31313,2000
0,31314,1500
0,31315,2000
0,31325,1250
0,31326,950
0,31329,1250
0,31332,1650
0,31383,1250
0,31377,950
0,31378,950
0,31380,500
0,31368,950
0,31387,500
0,31389,950
0,31390,1500
0,31395,1700
0,31396,2000
0,31397,1650
0,31398,1250
0,31455,1250
0,5979,2000
0,31174,400
0,31176,800
0,31194,700
0,31196,1250
0,31247,500
0,31251,700
0,31253,1650
0,31260,700
0,31264,950
0,31289,950
0,31290,1650
0,31291,1650
0,31293,1650
0,31294,950
0,31376,950
0,31295,1250
0,31298,800
0,31301,700
0,31302,400
0,31303,800
0,31312,1650
0,31317,1700
0,31318,500
0,31330,1250
0,31381,1650
0,31382,1500
0,31385,950
0,31403,500
0,31404,500
0,31405,2000
0,31406,1600
0,31407,500
0,31409,500
0,31091,1250
0,31420,950
0,31432,1600
0,31433,1250
0,31435,500
0,31438,1650
0,31439,800
0,31440,500
0,31441,700
0,31447,700
0,31451,800
0,31453,700
0,31457,1500
0,31464,1250
0,31470,950
0,31606,500
0,31588,500
0,31586,700
0,31583,950
0,31581,800
0,31579,400
0,31578,800
0,31575,800
0,31574,400
0,31546,1250
0,31573,400
0,31572,1250
0,31570,2000
0,31569,800
0,31566,500
0,31565,500
0,31564,500
0,31561,700
0,31513,950
0,31498,1250
0,31463,950
0,31460,950
0,31548,1650
0,31544,1650
0,31538,1500
0,31798,1700
0,31186,1700
0,31299,1700
0,31600,1700
0,31491,1700
0,31517,1700
0,31512,1700
0,31452,1700
0,31437,1700
0,31614,1700
0,31686,1700
0,31715,1700
0,31550,1500
0,31583,1650
0,31581,700
0,20519,1250
0,20515,1250
0,31430,700
0,31841,1250
0,31837,1250
0,31834,1500
0,31833,1500
0,31832,1650
0,31831,1650
0,31827,1650
0,31826,500
0,31824,800
0,31823,800
0,31817,500
0,31816,1500
0,31815,1650
0,31814,1650
0,31813,400
0,31803,1700
0,31802,700
0,31801,700
0,31800,700
0,31799,400
0,31549,1650
0,31797,1650
0,31796,700
0,31795,1250
0,31794,400
0,31793,700
0,31791,1250
0,31788,950
0,31787,400
0,31786,700
0,31785,400
0,31784,500
0,31783,2000
0,31772,400
0,31771,400
0,31766,400
0,31764,500
0,31765,400
0,31736,1250
0,31735,1500
0,31734,400
0,31732,500
0,31731,1650
0,31730,800
0,31729,1700
0,31724,1650
0,31723,700
0,31721,1800
0,31720,1800
0,31719,1700
0,31718,1800
0,31717,400
0,31716,700
0,31699,700
0,31709,1650
0,31708,1500
0,31707,1650
0,31706,1650
0,31705,400
0,31704,400
0,31703,400
0,31698,950
0,31696,700
0,31695,800
0,31693,950
0,31692,700
0,31691,400
0,31690,950
0,31688,2000
0,31687,1650
0,31685,700
0,31684,700
0,31674,1250
0,31673,1250
0,31672,1250
0,31670,500
0,31630,800
0,31625,1500
0,31624,1250
0,31612,700
0,31611,950
0,31608,1650
0,31607,1650
0,31598,950
0,31589,500
0,31568,1700
0,31479,1600
0,31884,1500
0,31410,1500
0,31472,700
0,31323,800
0,31667,700
0,31885,1600

//Shadow
1,15280,1000
1,24000,1000
1,24001,1000
1,24002,1000
1,24003,1000
1,24004,1000
1,24005,1000
1,24006,1000
1,24007,1000
1,24008,1000
1,24009,1000
1,24010,1000
1,24011,1000
1,24012,1000
1,24013,1000
1,24014,1000
1,24015,1000
1,24016,1000
1,24017,1000
1,24018,1000
1,24019,1000
1,24020,1000
1,24021,1000
1,24022,1000
1,24023,1000
1,24024,1000
1,24025,1000
1,24026,1000
1,24027,1000
1,24028,1000
1,24029,1000
1,24030,1000
1,24031,1000
1,24032,1000
1,24033,1000
1,24034,1000
1,24035,1000
1,24036,1000
1,24037,1000
1,24038,1000
1,24039,1000
1,24040,1000
1,24041,1000
1,24042,1000
1,24043,1000
1,24044,1000
1,24045,1000
1,24046,1000
1,24047,1000
1,24048,1000
1,24049,1000
1,24050,1200
1,24051,1200
1,24052,1200
1,24053,1200
1,24054,1200
1,24055,1200
1,24056,1200
1,24057,1200
1,24058,1200
1,24059,1200
1,24060,1200
1,24061,1200
1,24062,1200
1,24063,1200
1,24064,1200
1,24065,1200
1,24066,1200
1,24067,1200
1,24068,1200
1,24069,1200
1,24070,1200
1,24071,1200
1,24072,1200
1,24073,1200
1,24074,1200
1,24075,1200
1,24076,1200
1,24077,1200
1,24078,1200
1,24079,1200
1,24080,1200
1,24081,1200
1,24082,1200
1,24083,1200
1,24084,1200
1,24085,1200
1,24086,1200
1,24087,1200
1,24088,1200
1,24089,1200
1,24090,1200
1,24091,1200
1,24092,1200
1,24093,1200
1,24094,1200
1,24095,1200
1,24096,1200
1,24097,1200
1,24098,1200
1,24099,1200
1,24100,1400
1,24101,1400
1,24102,1400
1,24103,1400
1,24104,1400
1,24105,1400
1,24106,1400
1,24107,1400
1,24108,1400
1,24109,1400
1,24110,1400
1,24111,1400
1,24112,1400
1,24113,1400
1,24114,1400
1,24115,1400
1,24116,1400
1,24117,1400
1,24118,1400
1,24119,1400
1,24120,1400
1,24121,1400
1,24122,1400
1,24123,1400
1,24124,1400
1,24125,1400
1,24126,1400
1,24127,1400
1,24128,1400
1,24129,1400
1,24130,1400
1,24131,1400
1,24132,1400
1,24133,1400
1,24134,1400
1,24135,1400
1,24136,1400
1,24137,1400
1,24138,1400
1,24139,1400
1,24140,1400
1,24141,1400
1,24142,1400
1,24143,1400
1,24144,1400
1,24145,1400
1,24146,1400
1,24147,1400
1,24148,1400
1,24149,1400
1,24150,1600
1,24151,1600
1,24152,1600
1,24153,1600
1,24154,1600
1,24155,1600
1,24156,1600
1,24157,1600
1,24158,1600
1,24159,1600
1,24160,1600
1,24161,1600
1,24162,1600
1,24163,1600
1,24164,1600
1,24165,1600
1,24166,1600
1,24167,1600
1,24168,1600
1,24169,1600
1,24170,1600
1,24171,1600
1,24172,1600
1,24173,1600
1,24174,1600
1,24175,1600
1,24176,1600
1,24177,1600
1,24178,1600
1,24179,1600
1,24180,1600
1,24181,1600
1,24182,1600
1,24183,1600
1,24184,1600
1,24185,1600
1,24186,1600
1,24187,1600
1,24188,1600
1,24189,1600
1,24190,1600
1,24191,1600
1,24192,1600
1,24193,1600
1,24194,1600
1,24195,1600
1,24196,1600
1,24197,1600
1,24198,1600
1,24199,1600
1,24200,1800
1,24201,1800
1,24202,1800
1,24203,1800
1,24204,1800
1,24205,1800
1,24206,1800
1,24207,1800
1,24208,1800
1,24209,1800
1,24210,1800
1,24211,1800
1,24212,1800
1,24213,1800
1,24214,1800
1,24215,1800
1,24216,1800
1,24217,1800
1,24218,1800
1,24219,1800
1,24220,1800
1,24221,1800
1,24222,1800
1,24223,1800
1,24224,1800
1,24225,1800
1,24226,1800
1,24227,1800
1,24228,1800
1,24229,1800
1,24230,1800
1,24231,1800
1,24232,1800
1,24233,1800
1,24234,1800
1,24235,1800
1,24236,1800
1,24237,1800
1,24238,1800
1,24239,1800
1,24240,1800
1,24241,1800
1,24242,1800
1,24243,1800
1,24244,1800
1,24245,1800
1,24246,1800
1,24247,1800
1,24248,1800
1,24249,1800
1,24250,2000
1,24251,2000
1,24252,2000
1,24253,2000
1,24254,2000
1,24255,2000
1,24256,2000
1,24257,2000
1,24258,2000
1,24259,2000
1,24260,2000
1,24261,2000
1,24262,2000
1,24263,2000
1,24264,2000
1,24265,2000
1,24266,2000
1,24267,2000
1,24268,2000
1,24269,2000
1,24270,2000
1,24271,2000
1,24272,2000
1,24273,2000
1,24274,2000
1,24275,2000
1,24276,2000
1,24277,2000
1,24278,2000
1,24279,2000
1,24280,2000
1,24281,2000
1,24282,2000
1,24283,2000
1,24284,2000
1,24285,2000
1,24286,2000
1,24287,2000
1,24288,2000
1,24289,2000
1,24290,2000
1,24291,2000
1,24292,2000
1,24293,2000
1,24294,2000
1,24295,2000
1,24296,2000
1,24297,2000
1,24298,2000
1,24299,2000
1,24300,2200
1,24301,2200
1,24302,2200
1,24303,2200
1,24304,2200
1,24305,2200
1,24306,2200
1,24307,2200
1,24308,2200
1,24309,2200
1,24310,2200
1,24311,2200
1,24312,2200
1,24313,2200
1,24314,2200
1,24315,2200
1,24316,2200
1,24317,2200
1,24318,2200
1,24319,2200
1,24320,2200
1,24321,2200
1,24322,2200
1,24323,2200
1,24324,2200
1,24325,2200
1,24326,2200
1,24327,2200
1,24328,2200
1,24329,2200
1,24330,2200
1,24331,2200
1,24332,2200
1,24333,2200
1,24334,2200
1,24335,2200
1,24336,2200
1,24337,2200
1,24338,2200
1,24339,2200
1,24340,2200
1,24341,2200
1,24342,2200
1,24343,2200
1,24344,2200
1,24345,2200
1,24346,2200
1,24347,2200
1,24348,2200
1,24349,2200
1,24350,2400
1,24351,2400
